BOR;AN;FI;FI_EJ;AUTOR;LACTA;LIT_OBS;LIT_NEO_HSI;LIT_SIN;LIT_REA;SALTRAV;SEJ_OBS;SEJ0_Obs;SEJ_NEO_HSI;SEJ0_NEO_HSI;SEJ_SIN;SEJ0_SIN;SEJ_REA;SEJ0_REA;JOU_OBS;JOU_NEO_HSI;JOU_SIN;JOU_REA;SEJACC;JOUACC;SEJCES;JOUCES;FSUIV;ACCUN;ACCMUDC;ACCMU;ACCUNDC;ENFTR;TRANSDES;ENFANTS;CONSGYN;CONSSAG;CONSENTR;SORPREC;MUTHAD;PRIS;IVG;IVGN_1;IVGME;IVG1214;CONV;IMG;AMP;PAT_AMP
PERINAT;2016;330000571;330781220;TYPE1;;15;;;;2;611;72;0;0;0;0;0;0;1942;0;0;0;446;1758;70;367;0;442;0;4;2;1;;457;3708;631;540;34;0;1;149;143;65;9;;6;0;0
PERINAT;2016;330000589;330027509;TYPE1;;18;;;;4;1191;126;0;0;0;0;0;0;3879;0;0;0;738;3189;154;844;0;734;0;4;1;6;;746;2542;4032;249;19;22;1;237;254;137;20;2;0;0;0
PERINAT;2016;330000597;330027509;CPPR;;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;23;677;17;;;1;2;5;2;0;1;0;0;
PERINAT;2016;330000605;330781253;TYPE2;;32;9;3;0;5;2067;166;235;9;136;29;0;0;7856;2345;706;0;1543;6931;302;1960;7;1521;1;22;2;1;;1576;15805;5572;585;109;0;1;388;459;147;28;4;7;0;0
PERINAT;2016;330780263;330000134;TYPE1;;30;;;;6;2149;320;0;0;0;0;0;0;7156;0;0;0;1515;6384;212;1181;1;1507;2;8;4;11;;1524;;;;53;0;1;126;162;0;0;;17;0;0
PERINAT;2016;330780479;330000274;TYPE2;;50;6;;;7;3497;359;262;17;0;0;0;0;13061;1642;0;0;2715;11637;526;3101;36;2684;0;31;13;12;;2748;;;;73;0;1;115;112;98;0;;34;0;0
PERINAT;2016;330780495;330796392;TYPE1;;12;;;;2;438;46;0;0;0;0;0;0;1420;0;0;0;295;1252;67;371;0;294;0;1;0;8;;301;8421;584;;4;0;1;132;138;69;5;;0;0;0
PERINAT;2016;330780503;330000308;TYPE1;;0;;;;0;186;19;0;0;0;0;0;0;687;0;0;0;152;663;27;166;0;152;0;0;0;0;;152;;;;3;0;1;3;7;0;0;;0;0;0
PERINAT;2016;330780537;330000324;TYPE1;;13;;;;2;488;53;0;0;0;0;0;0;1742;0;0;0;358;1577;55;353;0;358;0;0;0;0;0;361;60;940;;6;0;1;88;111;23;4;0;3;0;0
PERINAT;2016;330781360;330781196;TYPE3;;72;58;37;18;13;8389;1631;823;19;767;66;578;115;35272;4932;10956;4921;5332;29951;1090;9274;87;5125;6;207;76;19;19;5587;;;;173;0;1;1778;1657;807;299;48;149;1;613
PERINAT;2016;330782582;330000928;TYPE1;;25;;;;4;1495;279;0;0;0;0;0;0;4841;0;0;0;980;4235;254;1331;2;965;0;15;1;7;0;998;;;;13;0;1;146;171;0;3;;8;1;843
PERINAT;2016;340000033;340780055;TYPE2;EXT;26;6;;;3;1886;140;424;36;0;0;0;0;7196;2825;0;0;1363;6085;238;1676;11;1328;0;35;7;7;;1404;12590;10522;;34;0;1;760;723;423;42;4;24;0;0
PERINAT;2016;340000223;340011295;TYPE2;;20;6;;;3;1101;109;184;9;0;0;0;0;4408;1042;0;0;721;3676;149;1029;2;713;0;8;2;4;;732;9342;4259;2213;8;0;1;369;349;255;9;;21;0;0
PERINAT;2016;340009885;340009877;TYPE1;;32;;;;4;2068;226;0;0;0;0;0;0;6724;0;0;0;1496;5757;307;1574;0;1481;0;15;4;10;;1513;;;;36;0;1;113;150;52;4;11;20;0;0
PERINAT;2016;340022979;340000306;TYPE2;;71;6;;;10;4340;462;401;43;0;0;0;0;16943;2142;0;0;3439;15791;668;3854;14;3396;1;43;16;13;;3488;;;;48;0;1;730;;460;13;;10;1;935
PERINAT;2016;340780675;340000298;TYPE2;;58;6;0;0;11;2513;318;334;16;0;0;0;0;9343;1439;0;0;1925;8700;402;2373;12;1902;1;23;2;14;;1949;;;;43;0;1;599;683;362;8;;1;0;0
PERINAT;2016;340780717;340008150;TYPE1;;10;;;;2;385;38;0;0;0;0;0;0;1362;0;0;0;282;1235;74;417;0;279;0;3;1;1;;285;;;;14;0;1;109;95;85;1;;1;0;0
PERINAT;2016;340780741;340000348;TYPE1;;25;;;;2;734;64;0;0;0;0;0;0;2518;0;0;0;505;2098;110;630;0;502;0;3;4;3;;504;;;;31;0;1;204;201;139;20;0;2;0;0
PERINAT;2016;340796663;340780477;TYPE3;EXT;73;20;18;14;10;4858;540;612;9;568;26;404;16;22366;6833;6072;4720;3545;18931;727;5626;82;3415;11;130;75;4;4;3732;4431;8142;492;83;0;1;1253;1268;660;67;13;115;1;710
PERINAT;2016;350000121;350000303;TYPE2;;48;9;;;5;2857;239;510;72;0;0;0;0;11822;2535;0;0;2237;10653;420;2557;1;2212;1;25;12;12;;2262;;;;51;0;1;43;57;0;2;;7;0;0
PERINAT;2016;350000139;350001137;TYPE2;;57;9;;;8;3999;316;462;9;0;0;0;0;16999;3107;0;0;3286;15526;519;3420;2;3235;0;51;35;12;;3346;9535;18756;650;177;0;1;3;1;0;2;;76;1;963
PERINAT;2016;350000147;350000022;TYPE2;;21;6;;;4;1846;233;147;8;0;0;0;0;7140;1190;0;0;1308;6251;296;1784;3;1289;0;19;4;4;;1330;7661;4897;;31;0;1;354;373;294;17;;3;0;0
PERINAT;2016;350000154;350000030;TYPE2;;14;4;;;4;1134;119;213;3;0;0;0;0;4457;1060;0;0;849;3907;135;795;0;842;0;7;4;7;0;853;7039;4606;229;11;0;1;48;59;34;0;0;3;0;0
PERINAT;2016;350000162;350000048;TYPE1;;12;0;0;0;2;762;88;0;0;0;0;0;0;2978;0;0;0;589;2769;54;362;0;585;0;4;2;4;;599;6049;1852;145;27;0;1;119;119;87;9;;4;0;0
PERINAT;2016;350000188;350000055;TYPE2;;18;4;;;2;974;70;105;10;0;0;0;0;4125;526;0;0;731;3725;158;1016;0;724;0;7;2;4;;739;8504;2709;146;1;0;1;74;75;44;2;;0;0;0
PERINAT;2016;350007084;350005179;TYPE3;EXT;73;18;21;12;15;5009;288;423;9;397;25;214;12;23674;6097;7576;3918;3686;20091;731;6065;5;3581;8;105;43;13;;3815;13835;11180;141;197;5;1;1821;1961;680;79;36;28;1;457
PERINAT;2016;360000038;360000046;CPPR;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;1460;1391;;0;0;1;38;33;38;0;;0;0;0
PERINAT;2016;360000129;360000269;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;4;6;1;0;;;;
PERINAT;2016;360000137;360000053;TYPE2;;38;6;0;;5;1754;92;299;30;0;0;0;0;7587;1774;0;0;1267;6299;261;1832;1;1247;1;20;4;16;216;1268;8313;4744;480;10;0;1;351;354;238;48;0;10;0;0
PERINAT;2016;360000160;360000079;TYPE1;;13;;;;1;373;33;0;0;0;0;0;0;1390;0;0;0;295;1275;38;230;0;294;0;1;1;6;;298;;;;5;0;1;52;46;50;8;;4;0;0
PERINAT;2016;370000499;370000481;TYPE3;EXT;;12;12;9;;0;0;231;0;191;0;236;5;0;3660;3918;3118;0;0;0;0;0;0;0;0;0;0;;29;;;;0;0;0;0;0;0;0;;0;0;0
PERINAT;2016;370000531;370000606;TYPE1;;12;0;0;0;3;730;94;0;0;0;0;0;0;2573;0;0;0;553;2409;80;439;1;553;0;0;1;7;0;561;3566;3431;132;17;0;1;52;70;39;2;0;5;0;0
PERINAT;2016;370000861;370000481;TYPE3;;70;8;;1;7;4623;543;432;12;0;0;201;23;21009;2020;0;514;3447;18487;751;6139;24;3365;4;82;45;167;;3564;6287;22761;328;69;1;1;982;1068;250;91;9;28;1;598
PERINAT;2016;370000879;370000564;CPPR;;0;;;;;10;9;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;2193;2436;924;0;0;1;52;44;33;1;;1;0;0
PERINAT;2016;370000903;370000614;CPPR;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;542;391;66;0;0;1;19;19;15;0;0;0;0;0
PERINAT;2016;370007569;370007528;TYPE2;;56;6;;;6;3326;292;199;1;0;0;0;0;14084;1546;0;0;2542;12100;542;3340;1;2507;0;35;6;31;;2577;;;;18;0;0;0;0;0;0;;22;1;240
PERINAT;2016;380000026;380780031;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;625;1256;25;;;0;;;;;;;0;
PERINAT;2016;380000034;380780049;TYPE1;;31;;;;1;1718;112;0;0;0;0;0;0;6719;0;0;0;1294;5725;269;1476;2;1287;0;7;5;32;;1315;9044;5802;;34;0;1;290;279;59;31;;1;0;0
PERINAT;2016;380000042;380780056;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55;130;1;;;0;;0;;;;;0;
PERINAT;2016;380000067;380780080;TYPE3;;61;14;12;12;6;4186;346;404;49;434;13;291;20;18203;2935;4610;3573;2873;14377;677;4708;25;2782;5;91;44;0;0;2991;5400;14355;51;137;75;1;1338;1438;418;82;13;82;1;433
PERINAT;2016;380000091;380780171;CPPR;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;0;0;587;3241;59;;;0;;;;;;;0;
PERINAT;2016;380000174;380781435;TYPE2;;30;9;;;4;2324;137;232;9;0;0;0;0;8803;1414;0;0;1673;7327;287;1643;12;1642;0;31;6;13;;1713;11186;13841;457;22;4;1;340;347;115;27;1;0;0;0
PERINAT;2016;380000406;380784751;TYPE2;;23;6;;;4;1792;185;124;12;0;0;0;0;6699;1250;0;0;1343;5941;237;1509;1;1328;1;15;17;9;;1368;;;;61;0;1;311;272;159;18;4;23;0;0
PERINAT;2016;380012658;380012609;TYPE1;;29;0;0;0;6;2333;266;0;0;0;0;0;0;8699;0;0;0;1838;8155;285;1606;0;1830;1;8;11;13;;1846;;;;89;1;1;124;194;97;1;;23;1;0
PERINAT;2016;380020123;690041611;CPPR;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;;0;0;0;0;0;0
PERINAT;2016;380780197;380798173;TYPE2;;33;6;0;;4;1637;103;115;0;0;0;0;0;7015;1444;0;0;1334;6446;316;2027;1;1313;1;21;4;22;;1365;;;;7;0;0;0;0;0;0;0;1;0;0
PERINAT;2016;380780288;380019224;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;25;20;0;2;;0;0;0
PERINAT;2016;380785956;380795211;TYPE1;;31;;;;8;1455;114;0;0;0;0;0;0;5450;0;0;0;1122;4947;274;1578;0;1114;0;8;8;10;;1133;;;;30;0;1;46;52;0;1;;12;0;0
PERINAT;2016;380786442;380798025;TYPE2;;40;6;;;5;2526;221;178;9;0;0;0;0;11337;1432;0;0;2003;10145;419;2714;17;1956;1;47;9;8;0;2054;;;;31;0;1;31;31;0;3;;31;1;583
PERINAT;2016;390000040;390780146;TYPE2;;24;6;6;0;5;1416;107;129;6;90;16;0;0;5471;1193;534;0;1068;4661;127;832;2;1051;0;17;4;11;;1093;;;;73;0;1;304;307;158;14;3;0;0;0
PERINAT;2016;390000065;390780161;TYPE1;;13;;;;3;474;41;0;0;0;0;0;0;1704;0;0;0;342;1508;49;287;0;342;0;0;0;3;;342;4140;3069;296;1;0;0;0;46;0;0;;0;0;0
PERINAT;2016;390000222;390780609;TYPE2;;20;6;0;0;3;1192;123;183;18;0;0;0;0;4741;1235;0;0;906;4158;135;856;2;885;0;21;5;5;0;930;6797;2708;95;11;0;1;219;190;125;19;0;2;0;0
PERINAT;2016;400000105;400780193;TYPE2;;21;4;;;3;1277;89;127;16;0;0;0;0;5339;993;0;0;1009;4871;185;1130;1;997;2;12;8;3;;1034;11042;6688;182;16;0;1;275;290;85;17;;5;0;0
PERINAT;2016;400000139;400011177;TYPE2;EXT;31;6;3;;4;1777;288;286;4;66;8;0;0;6555;1777;958;0;1250;5803;180;1163;0;1222;1;28;6;7;0;1282;11050;10576;203;20;0;1;356;355;256;34;2;15;0;0
PERINAT;2016;400782769;400001764;CPPR;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;0;0;;0;0;;0;0;0
PERINAT;2016;410000020;410000087;TYPE2;;35;12;3;;4;2015;117;252;8;88;11;0;0;8747;2450;546;0;1521;7442;260;1727;14;1500;0;21;10;9;;1545;7178;6818;125;8;0;1;599;648;384;34;;3;0;0
PERINAT;2016;410000046;410000103;TYPE1;;14;;;;2;622;71;0;0;0;0;0;0;2267;0;0;0;447;2020;90;501;1;445;0;2;2;3;0;451;3329;409;280;11;0;1;59;66;59;0;;0;0;0
PERINAT;2016;410000202;410000319;TYPE1;;20;;;;5;839;61;0;0;0;0;0;0;2970;0;0;0;635;2654;115;531;0;635;0;0;1;5;;636;;;;2;0;0;0;0;0;0;;0;0;0
PERINAT;2016;410004998;410000871;TYPE1;;22;;;;3;694;63;0;0;0;0;0;0;2401;0;0;0;556;2269;76;412;0;552;0;4;4;8;;562;;;;13;0;1;83;56;75;0;;1;0;0
PERINAT;2016;420000010;420780033;TYPE2;;46;9;3;;5;2294;116;127;2;107;22;0;0;9287;1381;801;0;1803;8219;377;2318;4;1773;1;30;10;20;;1846;;;;10;0;1;293;293;198;15;;4;0;0
PERINAT;2016;420000226;420013831;TYPE1;;21;;;;4;1239;164;0;0;0;0;0;0;3736;0;0;0;886;3377;179;885;0;880;0;6;4;14;0;906;4237;1976;111;19;0;1;137;125;89;0;0;6;0;0
PERINAT;2016;420000234;420780652;TYPE1;;25;;;;4;1544;100;0;0;0;0;0;0;5541;0;0;0;1235;5007;213;1129;0;1225;0;10;2;26;;1245;5658;4361;264;22;0;1;214;230;133;10;1;1;0;0
PERINAT;2016;420000267;420013831;CPPR;;6;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;1411;862;5;0;0;1;4;27;4;0;;0;0;0
PERINAT;2016;420011413;420011405;TYPE2;;44;16;;;5;2103;133;363;18;0;0;0;0;8343;2762;0;0;1527;6784;365;2059;18;1504;0;23;8;14;;1550;;;;13;0;1;58;90;2;1;;2;0;0
PERINAT;2016;420780637;420002495;TYPE1;;24;;;;3;976;50;0;0;0;0;0;0;3528;0;0;0;754;3118;87;517;0;746;0;8;3;13;;765;7035;4374;68;8;0;1;145;136;97;9;;4;0;0
PERINAT;2016;420782310;420000853;;;0;;;;;21;17;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;15;22;4;2;;0;0;0
PERINAT;2016;420785354;420784878;TYPE3;;66;22;9;10;11;4196;351;813;3;72;2;292;10;16281;6920;655;6149;3060;14101;580;3972;29;2960;11;100;41;17;;3185;9160;7527;409;53;4;1;709;758;393;83;1;48;1;482
PERINAT;2016;430000117;430000018;TYPE2;;21;6;;;3;1578;180;173;7;0;0;0;0;5653;1441;0;0;1064;4779;235;1337;0;1050;0;14;7;8;0;1081;4490;5419;56;15;0;1;226;282;149;14;;8;0;0
PERINAT;2016;430000190;430000034;CPPR;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;0;0;0;0;0;;0;0;0
PERINAT;2016;440000016;440000057;TYPE2;;49;8;4;0;7;3375;513;316;31;138;25;0;0;11878;2792;460;0;2471;10793;405;2374;0;2442;0;29;11;10;0;2448;22587;9178;149;137;0;1;637;699;403;54;;4;0;0
PERINAT;2016;440000271;440000289;TYPE3;EXT;72;18;21;18;11;5260;366;591;38;656;38;422;17;25046;4687;7749;5729;3825;20536;786;6639;40;3713;5;112;83;1;;3982;17136;9780;;283;0;1;1598;1775;575;117;;85;1;1089
PERINAT;2016;440000396;440000297;TYPE1;;15;;;;2;753;56;0;0;0;0;0;0;2894;0;0;0;590;2648;87;511;0;590;0;0;5;8;;594;5250;5633;168;14;0;1;92;109;54;4;;7;0;0
PERINAT;2016;440000412;440000941;TYPE1;;33;;;;5;1757;146;0;0;0;0;0;0;7222;0;0;0;1455;6763;271;1537;0;1434;0;21;3;12;;1483;;;;19;0;1;130;134;92;2;5;19;1;168
PERINAT;2016;440000503;440000313;TYPE2;;15;4;;;4;913;85;118;10;0;0;0;0;3614;766;0;0;594;2915;113;733;1;588;0;6;2;8;0;602;7644;6313;;11;0;1;124;124;77;1;;1;0;0
PERINAT;2016;440029338;440053411;TYPE2;;50;6;;;9;3819;300;384;42;0;0;0;0;14886;1556;0;0;3318;14383;461;2753;3;3283;1;35;14;29;;3376;;;;240;2;1;748;669;193;41;;45;1;255
PERINAT;2016;440033819;440006344;TYPE2;;93;6;;;12;5633;499;470;44;0;0;0;0;22977;2857;0;0;4328;20521;776;4985;1;4270;1;58;23;41;;4426;;;;55;0;0;0;0;0;0;;37;1;737
PERINAT;2016;450000047;450000096;TYPE1;;20;;;;2;1037;91;0;0;0;0;0;0;4063;0;0;0;683;3322;175;1106;2;673;0;10;4;11;;695;5166;2928;382;10;0;1;187;177;117;2;0;0;0;0
PERINAT;2016;450000062;450000104;TYPE2;;28;7;3;;3;1848;96;207;12;44;5;0;0;6903;1441;416;0;1287;5796;279;1918;4;1263;0;24;5;3;0;1319;1106;5798;1218;27;3;1;265;258;261;13;0;3;0;0
PERINAT;2016;450000070;450000112;CPPR;;0;0;0;0;;295;35;0;0;0;0;0;0;1085;0;0;0;223;1019;45;262;0;222;0;1;2;3;;224;5435;3529;124;4;0;1;66;167;52;1;0;0;0;0
PERINAT;2016;450002613;450000088;TYPE3;INT;108;19;12;14;8;6019;334;780;23;403;20;414;36;30451;6740;3440;4087;4696;26861;786;6926;13;4593;2;103;40;7;;4847;24302;18628;11240;44;596;1;1220;1166;902;91;3;15;1;346
PERINAT;2016;450010079;450000195;TYPE2;;30;6;;;4;767;118;78;2;0;0;0;0;2799;340;0;0;517;2545;165;962;0;516;0;1;0;2;;518;;;;1;0;0;0;0;0;0;;0;0;0
PERINAT;2016;460000045;460780083;CPPR;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;3177;814;80;0;0;1;36;30;34;0;;0;0;0
PERINAT;2016;460000052;460780091;CPPR;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;148;1763;16;0;0;0;0;0;0;0;;0;0;0
PERINAT;2016;460000102;460780208;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;364;409;64;;;1;4;5;4;;;0;0;
PERINAT;2016;460000110;460780216;TYPE2;;18;4;;;3;998;87;140;26;0;0;0;0;3669;672;0;0;730;3295;112;687;1;719;0;11;3;3;;745;6834;2762;59;5;1;1;257;234;126;14;;1;0;0
PERINAT;2016;470000027;470014069;TYPE1;;26;;;;4;1203;121;0;0;0;0;0;0;4752;0;0;0;868;4144;160;1078;0;853;1;15;4;8;;883;;;;9;0;1;159;117;102;1;5;13;1;0
PERINAT;2016;470000423;470016171;TYPE2;;20;9;3;;3;1336;273;230;8;151;8;0;0;4344;2723;757;0;886;3772;163;1000;13;870;0;16;7;3;;916;;;;30;1;1;384;347;254;15;;26;0;0
PERINAT;2016;470000431;470000324;TYPE1;;25;;;;3;1114;129;0;0;0;0;0;0;3768;0;0;0;743;3201;175;1036;0;734;0;9;7;20;;758;23587;;;13;0;1;223;252;172;14;0;13;0;0
PERINAT;2016;470000480;470001660;TYPE1;;16;;;;4;1019;101;0;0;0;0;0;0;3794;0;0;0;730;3359;141;895;0;720;0;10;3;11;;743;6443;6052;221;14;0;1;114;102;42;3;2;2;0;0
PERINAT;2016;480000017;480780097;TYPE2;;11;4;;;2;712;71;101;16;0;0;0;0;2798;661;0;0;478;2304;95;578;0;472;0;6;1;5;;488;1473;4817;0;5;0;1;147;146;105;1;;0;0;0
PERINAT;2016;490000049;490000031;TYPE3;INT;86;17;8;15;11;5206;365;761;103;190;19;341;20;24109;7216;929;5590;3921;20785;781;6142;54;3825;4;96;50;2;;4017;3040;62869;192;126;0;1;1175;1190;628;102;;32;1;410
PERINAT;2016;490000635;490000676;TYPE2;;30;10;3;;5;2454;98;227;10;139;19;0;0;10001;2351;849;0;2043;9097;319;2065;1;2017;1;26;15;14;0;2084;23859;9527;393;51;0;1;375;395;229;22;0;6;0;0
PERINAT;2016;490001765;490528452;TYPE2;;18;6;;;4;1326;78;210;20;0;0;0;0;4666;1304;0;0;1069;4306;199;1044;0;1057;0;12;6;8;;1087;12976;5767;167;49;0;1;264;244;179;17;;2;0;0
PERINAT;2016;490002037;490000890;TYPE1;;50;;;;;1051;58;0;0;0;0;0;0;4173;0;0;0;852;3666;174;961;0;846;0;6;2;7;;858;;;;4;0;0;0;0;0;0;;2;0;0
PERINAT;2016;490014909;490008109;TYPE2;;49;7;;;5;2475;233;266;19;0;0;0;0;11006;1746;0;0;1930;9636;357;2292;1;1906;0;24;7;15;;1954;;;;17;0;0;0;0;0;0;;16;0;0
PERINAT;2016;500000021;500000054;TYPE2;INT;24;4;6;;4;1547;134;255;21;136;29;0;0;6271;1764;432;0;1181;5686;212;1269;2;1166;0;15;7;8;;1201;;;;10;0;1;169;150;158;3;;4;0;0
PERINAT;2016;500000187;500000013;TYPE3;;35;6;6;6;5;2455;115;406;35;349;71;183;40;10762;1926;1612;1437;1811;8832;310;2265;5;1768;2;43;8;0;;1864;15646;8273;237;17;0;1;307;313;236;21;;7;0;0
PERINAT;2016;500000260;500000054;CPPR;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;41;45;0;8;;0;0;0
PERINAT;2016;500000401;500000609;CPPR;;0;;;;0;174;38;0;0;0;0;0;0;529;0;0;0;106;457;21;117;0;106;0;0;0;2;;106;;;;1;0;1;115;138;81;1;;0;0;0
PERINAT;2016;500000450;500000112;TYPE2;;22;9;;;4;1913;136;284;40;0;0;0;0;7273;1352;0;0;1479;6601;213;1351;2;1471;1;8;13;11;;1495;7614;6761;170;16;0;1;202;210;89;14;;20;0;0
PERINAT;2016;500000468;500000013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1615;1745;19;;;0;;;;;;;0;
PERINAT;2016;500002357;500002233;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;0;0;0;0;0;;0;1;142
PERINAT;2016;510000169;510000037;TYPE2;;12;6;;;3;1441;299;191;8;0;0;0;0;4970;963;0;0;931;4412;189;1208;1;917;2;14;5;4;;952;2217;3876;311;10;0;1;249;295;169;19;;16;0;0
PERINAT;2016;510000185;510000532;TYPE2;;45;11;;;5;2204;191;548;31;0;0;0;0;9742;2032;0;0;1754;8643;341;2189;5;1708;2;46;11;17;;1800;;;;10;0;1;147;149;116;2;;42;1;807
PERINAT;2016;510000193;510000532;TYPE2;;37;4;;;6;2303;175;560;25;0;0;0;0;9170;778;0;0;1826;8228;398;2274;0;1795;0;31;12;13;;1861;;;;20;0;1;155;190;69;4;;36;0;0
PERINAT;2016;510000235;510000060;;;;;;;;44;25;0;0;0;0;0;0;54;0;0;0;0;0;0;0;0;0;0;0;0;0;;3;;;;0;0;1;175;185;118;9;;0;0;0
PERINAT;2016;510000243;510000573;;;2;;;;;30;22;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;36;24;0;3;;0;0;0
PERINAT;2016;510000250;510000078;CPPR;;0;;;;0;6;4;0;0;0;0;0;0;2;0;0;0;1;1;0;0;0;1;0;0;0;0;0;1;2374;2138;142;0;0;1;12;4;11;0;1;0;0;0
PERINAT;2016;510004302;510000029;TYPE3;INT;36;6;14;18;5;2478;117;292;25;425;17;448;22;12534;1223;5348;5152;1806;9731;391;3092;73;1739;6;67;45;1;;1857;17694;5560;;53;0;1;712;718;405;57;1;39;1;132
PERINAT;2016;510024300;510024284;TYPE1;;23;;;;3;883;34;0;0;0;0;0;0;3633;0;0;0;541;2784;130;858;1;535;0;6;6;31;;554;;;;11;0;0;0;0;0;0;;4;0;0
PERINAT;2016;520000027;520780032;TYPE2;;17;6;0;;4;879;78;153;10;0;0;0;0;3254;1122;0;0;585;2743;104;634;3;583;0;2;0;5;;588;;;;10;0;1;170;199;146;6;;1;0;0
PERINAT;2016;520000043;520780057;TYPE1;;12;;;;2;329;60;0;0;0;0;0;0;1091;0;0;0;203;918;37;241;0;202;0;1;0;4;;204;2194;1609;65;1;0;1;64;75;49;1;;2;0;0
PERINAT;2016;520000068;520780073;TYPE2;;24;6;6;;3;1276;114;207;17;48;6;0;0;5077;1001;327;0;947;4564;180;1125;1;941;0;6;6;5;1;971;7718;7194;301;16;0;1;167;195;126;6;0;17;0;0
PERINAT;2016;530000017;530000025;TYPE1;;25;;;;4;1014;110;0;0;0;0;0;0;3997;0;0;0;758;3654;110;706;2;753;0;5;2;19;;766;;;113;10;0;1;66;0;33;2;0;0;0;0
PERINAT;2016;530000173;530000074;TYPE1;;17;0;0;0;2;1029;163;0;0;0;0;0;0;3351;0;0;0;740;3072;121;637;0;739;0;1;4;7;0;745;3827;3183;208;18;0;1;128;130;79;10;;26;0;0
PERINAT;2016;530000264;530000371;TYPE2;;20;12;;;5;1649;151;363;30;0;0;0;0;6150;2699;0;0;1335;5729;176;1022;2;1309;0;26;5;7;;1379;7722;23181;197;35;0;1;343;332;235;17;;2;0;0
PERINAT;2016;540000015;540023264;TYPE3;EXT;71;20;20;20;7;5393;1093;1321;30;586;16;488;39;19374;6161;6125;6861;3007;14693;635;4410;136;2921;6;86;50;17;;3107;17925;11887;1499;82;28;1;905;832;543;95;4;65;1;288
PERINAT;2016;540000023;540000049;TYPE1;;18;;;;2;970;203;0;0;0;0;0;0;2723;0;0;0;587;2337;42;217;0;578;0;9;3;7;0;601;6492;1913;190;12;0;1;139;134;104;0;0;10;0;0
PERINAT;2016;540000155;540000080;TYPE1;;13;;;;2;847;103;0;0;0;0;0;0;2494;0;0;0;586;2121;104;527;1;582;0;4;3;5;0;590;813;2279;127;63;0;1;152;164;117;6;;0;0;0
PERINAT;2016;540001070;540000767;TYPE1;;20;;;;;1259;124;0;0;0;0;0;0;4241;0;0;0;901;3786;139;811;0;899;0;2;4;17;0;912;;;;12;8;1;241;246;159;14;;0;0;0
PERINAT;2016;540001096;570010181;TYPE1;;21;;;;2;977;107;0;0;0;0;0;0;3293;0;0;0;613;2714;111;641;0;609;0;4;6;11;;617;;4656;7143;7;0;1;209;227;140;2;;1;0;0
PERINAT;2016;540013224;540000536;TYPE2;;47;6;6;;9;3428;270;321;27;316;16;0;0;13283;1667;1615;0;2452;11174;526;3321;1;2411;1;41;13;10;;2506;;;;50;0;1;277;301;202;4;;8;1;303
PERINAT;2016;550000012;550006795;TYPE2;;18;4;;;3;1297;109;126;17;0;0;0;0;5508;731;0;0;820;4060;124;941;1;807;1;13;11;4;;833;29373;7772;600;21;8;1;180;178;148;3;;17;0;0
PERINAT;2016;550000038;550000046;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;139;552;70;;;0;;;;;;;0;
PERINAT;2016;550000178;550000293;;;0;;;;;15;14;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;25;32;0;0;;0;0;0
